"Id","VeryActiveMinutes","ModeratelyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","TotalActiveMinutes"
8583815059,0,0,0,1440,1440
8583815059,4,22,105,1309,1440
8583815059,7,10,166,1257,1440
8583815059,0,27,167,1246,1440
8583815059,35,18,158,1229,1440
8583815059,4,54,212,1170,1440
8583815059,7,44,238,1151,1440
8583815059,2,44,206,1188,1440
8583815059,18,6,122,1294,1440
8583815059,1,91,214,1134,1440
8583815059,77,5,129,1229,1440
8583815059,0,28,203,1209,1440
8583815059,46,67,258,1069,1440
8583815059,2,28,317,1093,1440
8583815059,10,2,117,1311,1440
8583815059,0,0,0,1440,1440
8583815059,0,0,0,1440,1440
8583815059,0,0,0,1440,1440
8583815059,0,0,70,1370,1440
8583815059,2,22,166,1250,1440
8583815059,0,0,250,1190,1440
8583815059,3,72,182,1183,1440
8583815059,66,4,110,1260,1440
8583815059,9,43,162,1226,1440
8583815059,5,71,177,1106,1359
8583815059,0,0,0,1440,1440
8792009665,0,0,116,831,947
8792009665,0,0,82,806,888
8792009665,0,0,84,853,937
8792009665,0,0,126,937,1063
8792009665,0,0,12,1428,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,10,139,744,893
8792009665,0,0,9,1431,1440
8792009665,1,20,195,817,1033
8792009665,8,45,232,795,1080
8792009665,3,8,19,1410,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,80,1360,1440
8792009665,0,0,112,900,1012
8792009665,0,0,310,714,1024
8792009665,6,14,380,634,1034
8792009665,10,20,301,749,1080
8792009665,0,0,79,834,913
8792009665,0,0,101,916,1017
8792009665,0,0,156,739,895
8792009665,0,0,129,848,977
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,1440,1440
8792009665,0,0,0,48,48
8877689391,85,7,312,1036,1440
8877689391,108,18,216,1098,1440
8877689391,68,13,298,1061,1440
8877689391,106,1,281,1052,1440
8877689391,94,29,429,888,1440
8877689391,58,15,307,1060,1440
8877689391,29,5,191,1215,1440
8877689391,82,13,214,1131,1440
8877689391,73,19,225,1123,1440
8877689391,82,13,226,1119,1440
8877689391,61,2,236,1141,1440
8877689391,102,6,300,1032,1440
8877689391,64,1,227,1148,1440
8877689391,113,8,218,1101,1440
8877689391,22,3,258,1157,1440
8877689391,93,8,235,1104,1440
8877689391,58,8,231,1143,1440
8877689391,18,5,210,1207,1440
8877689391,124,4,223,1089,1440
8877689391,36,12,166,1226,1440
8877689391,0,0,105,1335,1440
8877689391,19,3,229,1189,1440
8877689391,66,8,212,1154,1440
8877689391,67,15,188,1170,1440
8877689391,96,17,232,1095,1440
8877689391,105,28,271,1036,1440
8877689391,17,4,245,1174,1440
8877689391,73,19,217,1131,1440
8877689391,18,11,224,1187,1440
8877689391,88,12,213,1127,1440
8877689391,23,1,137,770,931
