"Id","date","TotalMinutesAsleep","TotalTimeInBed","TotalSteps","TotalDistance","VeryActiveMinutes","ModeratelyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","TotalActiviteMinutes","TotalActiveMinutes"
7086361926,2016-04-24,681,704,3520,2.16000008583069,0,0,125,566,691,691
7086361926,2016-04-25,446,447,10091,6.82000017166138,69,39,129,706,943,943
7086361926,2016-04-26,485,500,10387,7.07000017166138,70,33,132,726,961,961
7086361926,2016-04-27,469,479,11107,8.34000015258789,55,6,145,829,1035,1035
7086361926,2016-04-28,354,367,11584,7.80000019073486,54,48,161,810,1073,1073
7086361926,2016-04-30,485,489,14560,9.40999984741211,42,17,308,584,951,951
7086361926,2016-05-01,388,407,12390,8.06999969482422,30,15,258,685,988,988
7086361926,2016-05-02,440,459,10052,6.80999994277954,66,26,139,737,968,968
7086361926,2016-05-03,456,461,10288,6.76000022888184,57,36,152,761,1006,1006
7086361926,2016-05-04,420,436,10988,8.3100004196167,45,12,135,843,1035,1035
7086361926,2016-05-06,322,333,12461,8.38000011444092,84,35,154,834,1107,1107
7086361926,2016-05-07,530,548,12827,8.47999954223633,20,42,209,621,892,892
7086361926,2016-05-08,481,510,10677,7.09999990463257,32,27,147,695,901,901
7086361926,2016-05-09,427,438,13566,9.10999965667725,67,50,171,743,1031,1031
7086361926,2016-05-11,451,463,9572,6.51999998092651,57,40,128,757,982,982
7086361926,2016-05-12,444,457,3789,2.55999994277954,5,4,58,343,410,410
8053475328,2016-04-20,486,493,15108,12.1899995803833,89,5,158,695,947,947
8053475328,2016-04-23,331,337,22359,17.1900005340576,125,14,223,741,1103,1103
8053475328,2016-05-07,74,75,19769,15.6700000762939,121,20,148,1076,1365,1365
8378563200,2016-04-12,338,356,7626,6.05000019073486,65,15,156,723,959,959
8378563200,2016-04-13,447,487,12386,9.81999969482422,116,14,169,680,979,979
8378563200,2016-04-14,424,455,13318,10.5600004196167,123,21,174,699,1017,1017
8378563200,2016-04-15,513,533,14461,11.4700002670288,60,23,190,729,1002,1002
8378563200,2016-04-16,611,689,11207,8.89000034332275,64,21,142,563,790,790
8378563200,2016-04-17,525,591,2132,1.69000005722046,0,0,93,599,692,692
8378563200,2016-04-18,398,451,13630,10.8100004196167,117,10,174,720,1021,1021
8378563200,2016-04-19,387,421,13070,10.3599996566772,120,19,154,737,1030,1030
8378563200,2016-04-20,381,409,9388,7.44000005722046,82,8,169,763,1022,1022
8378563200,2016-04-21,396,417,15148,12.0100002288818,137,16,145,677,975,975
8378563200,2016-04-22,441,469,12200,9.67000007629395,113,12,159,769,1053,1053
8378563200,2016-04-23,565,591,5709,4.53000020980835,19,10,136,740,905,905
8378563200,2016-04-24,458,492,3703,2.94000005722046,0,0,135,734,869,869
8378563200,2016-04-25,388,402,12405,9.84000015258789,117,16,141,692,966,966
8378563200,2016-04-25,388,402,12405,9.84000015258789,117,16,141,692,966,966
8378563200,2016-04-26,550,584,16208,12.8500003814697,90,18,161,593,862,862
8378563200,2016-04-27,531,600,7359,5.84000015258789,4,4,192,676,876,876
8378563200,2016-04-28,506,556,5417,4.30000019073486,11,10,139,711,871,871
8378563200,2016-04-29,527,562,6175,4.90000009536743,3,7,172,767,949,949
8378563200,2016-04-30,468,555,2946,2.33999991416931,0,0,121,780,901,901
8378563200,2016-05-01,475,539,11419,9.0600004196167,71,10,127,669,877,877
8378563200,2016-05-02,351,385,6064,4.80999994277954,63,4,142,802,1011,1011
8378563200,2016-05-03,405,429,8712,6.90999984741211,71,20,195,822,1108,1108
8378563200,2016-05-04,441,477,7875,6.23999977111816,19,10,167,680,876,876
8378563200,2016-05-05,381,417,8567,6.78999996185303,66,3,214,764,1047,1047
8378563200,2016-05-06,323,355,7045,5.59000015258789,74,5,166,831,1076,1076
8378563200,2016-05-07,459,513,4468,3.53999996185303,0,0,158,851,1009,1009
8378563200,2016-05-08,545,606,2943,2.32999992370605,0,0,139,621,760,760
8378563200,2016-05-09,359,399,8382,6.65000009536743,71,13,171,772,1027,1027
8378563200,2016-05-10,342,391,6582,5.21999979019165,63,13,152,840,1068,1068
8378563200,2016-05-11,368,387,9143,7.25,72,10,184,763,1029,1029
8378563200,2016-05-12,496,546,4561,3.61999988555908,8,6,102,433,549,549
8792009665,2016-04-12,458,493,2564,1.63999998569489,0,0,116,831,947,947
8792009665,2016-04-13,531,552,1320,0.839999973773956,0,0,82,806,888,888
8792009665,2016-04-14,486,503,1219,0.779999971389771,0,0,84,853,937,937
8792009665,2016-04-15,363,377,2483,1.5900000333786,0,0,126,937,1063,1063
8792009665,2016-04-20,528,547,3147,2.00999999046326,0,10,139,744,893,893
8792009665,2016-04-22,391,407,4068,2.59999990463257,1,20,195,817,1033,1033
8792009665,2016-04-23,339,360,5245,3.35999989509583,8,45,232,795,1080,1080
8792009665,2016-04-27,423,428,1758,1.12999999523163,0,0,112,900,1012,1012
8792009665,2016-04-28,402,416,6157,3.94000005722046,0,0,310,714,1024,1024
8792009665,2016-04-29,398,406,8360,5.34999990463257,6,14,380,634,1034,1034
8792009665,2016-04-30,343,360,7174,4.59000015258789,10,20,301,749,1080,1080
8792009665,2016-05-01,503,527,1619,1.03999996185303,0,0,79,834,913,913
8792009665,2016-05-02,415,423,1831,1.16999995708466,0,0,101,916,1017,1017
8792009665,2016-05-03,516,545,2421,1.54999995231628,0,0,156,739,895,895
8792009665,2016-05-04,439,463,2283,1.46000003814697,0,0,129,848,977,977
